driverGroup,GP,position,driverName,team,fastestLap,tyre,driverStatus
A3,Austria,1,Ta1ko,Reserve,1:05.581,S,FINISHED
A3,Austria,2,GG bond,Reserve,1:05.724,S,FINISHED
A3,Austria,3,188066,Reserve,1:06.127,S,FINISHED
A3,Austria,4,WANWANJU,Reserve,1:06.341,S,FINISHED
A3,Austria,5,Christian Horner,Reserve,1:06.535,S,FINISHED
A3,Austria,6,taka10969,Reserve,1:06.809,S,FINISHED
A3,Austria,7,yeye,Reserve,1:06.854,M,FINISHED
