casedate,driverName,driverGroup,GP,penalty,penaltyLP,penaltyWarning,qualiBan,raceBan,PenaltyDescription
2022/10/22,KINGBOB,A2,Azerbaijan,"Warning, LP Penalty",-2,1,1,0,Blocking flying lap
2022/10/22,i4foru,A2,Azerbaijan,"Warning, LP Penalty",-3,2,3,0,Blocking flying lap and causing severe collision
2022/10/22,i4foru,A2,Azerbaijan,"Warning, LP Penalty",-1,1,0,0,Dangerous driving
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
