21476,PENA,1,Dirk,bomber-20,Warning,Small Collision,0,0
21477,PENA,1,zbk,bomber-20,Warning,Small Collision,0,0
21478,PENA,2,bomber-20,-,Warning,Corner cutting ran wide gained time minor,0,0
21479,PENA,2,Alick,-,Warning,Corner cutting ran wide gained time minor,0,0
21480,PENA,2,SHZ,-,Warning,Corner cutting ran wide gained time minor,0,0
21481,PENA,3,Dirk,-,Warning,Corner cutting ran wide gained time minor,0,0
21482,PENA,3,Ayanami,-,Warning,Corner cutting ran wide gained time minor,0,0
21483,PENA,3,SHZ,-,Warning,Corner cutting ran wide gained time minor,0,0
21484,PENA,5,shotsbaldwin,-,Warning,Corner cutting ran wide gained time minor,0,0
21485,PENA,6,Dirk,-,Warning,Corner cutting ran wide gained time minor,0,0
21486,PENA,7,shotsbaldwin,-,Warning,Corner cutting ran wide gained time minor,0,0
21487,PENA,8,Head brother,-,Warning,Corner cutting ran wide gained time minor,0,0
21488,PENA,12,Ayanami,-,Warning,Corner cutting ran wide gained time significant,0,0
21489,PENA,12,ZghosT,-,Warning,Corner cutting gained time,0,0
21490,PENA,13,shotsbaldwin,-,Warning,Corner cutting ran wide gained time significant,0,0
21491,PENA,13,shotsbaldwin,-,Time penalty,Multiple warnings,3,0
21492,PENA,13,Wang.BC,-,Warning,Corner cutting ran wide gained time minor,0,0
21493,PENA,13,Ayanami,-,Warning,Corner cutting ran wide gained time minor,0,0
21494,PENA,13,Ayanami,-,Time penalty,Multiple warnings,3,0
21495,PENA,14,Dirk,-,Warning,Corner cutting ran wide gained time significant,0,0
21496,PENA,14,Dirk,-,Time penalty,Multiple warnings,3,0
21497,PENA,15,shotsbaldwin,-,Warning,Corner cutting ran wide gained time minor,0,0
21498,PENA,18,zbk,-,Warning,Corner cutting ran wide gained time minor,0,0
21499,PENA,18,Ayanami,-,Warning,Corner cutting ran wide gained time significant,0,0
21500,PENA,18,bomber-20,-,Stop Go,Pit lane speeding,5,0
21501,PENA,19,Quick  Nick,-,Warning,Corner cutting ran wide gained time minor,0,0
21502,PENA,22,Head brother,-,Warning,Corner cutting ran wide gained time minor,0,0
21503,PENA,22,Dirk,-,Warning,Corner cutting ran wide gained time significant,0,0
21504,PENA,24,shotsbaldwin,-,Warning,Corner cutting ran wide gained time minor,0,0
21505,PENA,27,Head brother,-,Warning,Corner cutting ran wide gained time minor,0,0
21506,PENA,27,Head brother,-,Time penalty,Multiple warnings,3,0
21507,PENA,29,shotsbaldwin,-,Warning,Corner cutting ran wide gained time minor,0,0
21508,PENA,29,shotsbaldwin,-,Time penalty,Multiple warnings,3,0
