driverGroup,GP,position,driverName,team,fastestLap,tyre,driverStatus
A3,Spain,1,g eight,Reserve,1:25.424,I,FINISHED
A3,Spain,2,188066,Reserve,1:27.185,I,FINISHED
A3,Spain,3,Ta1ko,Reserve,1:27.252,I,FINISHED
A3,Spain,4,yeye,Reserve,1:29.839,I,FINISHED
A3,Spain,5,taka10969,Reserve,1:30.320,I,FINISHED
A3,Spain,6,magpie,Reserve,1:31.813,I,FINISHED
A3,Spain,7,GG Bond,Reserve,,,FINISHED
A3,Spain,8,Perfect,Reserve,,,FINISHED
