casedate,driverName,driverGroup,GP,penalty,penaltyLP,penaltyWarning,qualiBan,raceBan,PenaltyDescription
2022/9/24,Go7D3n WEST 999,A2,San Marino,,0,0,-1,0,QualiBan executed
2022/9/24,Charlotte Amor,A2,San Marino,,0,0,-1,0,QualiBan executed
2022/9/24,Mikko,A2,San Marino,Qualifying Ban,0,0.5,1,0,Obstructing flying lap
2022/9/24,Wilson Leclerc,A2,San Marino,10 Second Time Penalty,0,1,0,0,Causing a collision
2022/9/24,LandoRicciardo,A2,San Marino,5 Second Time Penalty,0,0.5,0,0,Dangerous driving
2022/9/24,Wilson Leclerc,A2,San Marino,Disqualified,0,0,0,0,Racing with telemetry off
2022/9/24,dasu,A2,San Marino,Disqualified,0,0,0,0,Racing with telemetry off
,,,,,,,,,
