case#,casedate,driverName,driverGroup,GP,penalty,penaltyLP,penaltyWarning,qualiban,raceban,PenaltyDescription
,2022/10/13,Mikko,AFEC,Spain,"LP penalty, Grid penalty, raceban",-6,2,0,1,Ignoring blue flag multiple time
